
ATNF Pulsar Catalogue
Catalogue Version: 2.4.0
#;P0;P1;BINARY;ASSOC;PSR;
;(s);;(type);;TYPE;
2157;0.004430;1.25e-20;ELL1;*;*;
2158;0.751261;1.66e-15;*;*;*;
2159;0.253700;*;*;*;*;
2160;0.002090;*;*;GRS:4FGL_J1814.4+3132[aab+22];NRAD[aab+22];
2161;1.014219;8.84e-16;*;*;*;
2162;1.377868;2.92e-16;*;*;*;
2163;0.957464;6.33e-15;*;*;*;
2164;3.975905;7.45e-13;*;*;*;
2165;0.426844;9.47e-17;*;*;*;
2166;0.198457;7.78e-14;*;*;*;
2167;1.249924;3.63e-14;*;*;*;
2168;0.003193;4.31e-20;ELL1;GRS:4FGL_J1816.5+4510[aab+22],OPT:[kbv+1;HE[ksr+12];
2169;0.217643;6.48e-15;*;GRS:[sbc+19];HE[sbc+19];
2170;0.594500;1.33e-15;*;*;*;
2171;0.782313;7.26e-15;*;*;*;
2172;0.592885;6.65e-17;*;*;*;
2173;0.217923;1.93e-18;*;*;*;
2174;0.438095;-2.30e-18;*;*;*;
2175;0.224604;1.43e-15;*;*;*;
2176;0.149744;2.06e-14;*;GRS:4FGL_J1817.1-1742[aab+22];NRAD[aab+22];
2177;2.046838;3.60e-16;*;*;*;
2178;0.625470;*;*;*;*;
2179;0.387019;2.02e-15;*;*;*;
2180;0.384487;5.80e-16;*;*;*;
2181;0.837535;9.11e-15;*;*;*;
2182;0.544800;3.82e-15;*;*;*;
2183;0.291489;2.04e-15;*;*;*;
2184;0.281371;6.15e-15;*;*;*;
2185;0.939690;4.11e-15;*;*;*;
2186;0.551134;9.67e-15;*;*;*;
2187;0.952709;7.06e-16;*;*;*;
2188;1.363492;4.18e-11;*;XRS:[bs20],XRS:[erb+20];AXP[esy+20],HE[kdk+20];
2189;0.799166;1.27e-16;*;*;*;
2190;1.060364;3.59e-16;*;*;*;
2191;0.852047;3.13e-15;*;*;*;
2192;0.301490;1.32e-15;*;*;*;
2193;0.294163;5.66e-16;*;*;*;
2194;1.388137;7.61e-16;*;*;*;
2195;1.515696;5.97e-16;*;*;*;
2196;1.788490;2.59e-15;*;*;*;
2197;4.263213;5.63e-13;*;XRS:CXOU_J181939.1-145804[mrg+07],OPT:2M;RRAT,HE;
2198;0.226539;7.85e-18;*;*;*;
2199;2.352135;*;*;*;*;
2200;0.393522;3.45e-15;*;*;*;
2201;0.632000;*;*;*;*;
2202;0.598082;6.33e-15;*;*;*;
2203;0.337321;9.32e-16;*;*;*;
2204;0.921460;4.50e-15;*;*;*;
2205;0.333254;3.79e-14;*;*;*;
2206;0.309905;9.36e-17;*;*;*;
2207;0.033781;2.90e-20;*;*;*;
2208;1.366682;8.71e-16;*;*;*;
2209;1.261857;1.73e-15;*;*;*;
2210;0.414111;3.72e-17;*;*;*;
2211;0.902316;2.53e-15;*;*;*;
2212;1.656010;8.95e-13;*;*;*;
2213;1.915131;5.37e-15;*;*;*;
2214;1.508000;*;*;*;*;
2215;1.362817;1.75e-15;*;*;*;
2216;1.787037;2.35e-15;*;*;*;
2217;0.591418;7.98e-16;*;*;*;
2218;0.499076;1.90e-17;*;*;*;
2219;0.834839;1.35e-16;BT;*;*;
2220;0.148895;1.78e-14;*;*;*;
2221;0.974700;3.55e-16;*;*;*;
2222;2.071040;8.48e-14;*;*;*;
2223;0.214771;9.07e-16;*;*;*;
2224;8.437721;2.14e-14;*;XRS:SGR_J1822-1606;AXP,NRAD;
2225;0.831156;1.89e-15;*;*;*;
2226;1.874269;1.35e-15;*;*;*;
2227;0.456512;4.59e-16;*;*;*;
2228;0.752907;2.27e-16;*;*;*;
2229;0.759777;1.13e-15;*;*;*;
2230;0.279829;1.38e-15;BT;*;*;
2231;1.846534;3.65e-14;*;*;*;
2232;0.617107;9.60e-15;*;*;*;
2233;1.625405;4.52e-15;*;*;*;
2234;1.636792;2.79e-16;*;*;*;
2235;0.005440;3.38e-18;*;GRS:4FGL_J1823.5-3020[aab+22],GC:NGC6624;HE[faa+11];
2236;0.378596;2.99e-17;*;GC:NGC6624;*;
2237;0.405936;2.24e-16;*;GC:NGC6624;*;
2238;0.003020;*;*;GC:NGC6624;*;
2239;0.004394;*;*;GC:NGC6624;*;
2240;0.004850;*;*;GC:NGC6624;*;
2241;0.006091;-1.78e-20;DD;GC:NGC6624;*;
2242;0.005130;*;*;GC:NGC6624;*;
2243;0.284054;2.93e-15;*;*;*;
2244;0.002425;*;ELL1;GRS:4FGL_J1823.8-3544[aab+22];NRAD[aab+22];
2245;0.004066;5.37e-21;DD;GRS:4FGL_J1824.1+1013[aab+22];HE[drc+21];
2246;2.499470;3.91e-15;*;*;*;
2247;0.223729;2.82e-17;*;*;*;
2248;0.003233;9.14e-21;ELL1;*;*;
2249;0.435759;3.55e-15;*;*;*;
2250;0.362492;5.38e-15;*;*;*;
2251;1.396599;6.07e-16;*;*;*;
2252;0.359394;3.92e-16;*;*;*;
2253;0.412230;7.58e-16;*;*;*;
2254;0.189337;5.24e-15;*;*;*;
2255;1.161743;3.01e-16;*;*;*;
2256;1.505875;1.74e-15;*;*;*;
2257;0.003054;1.62e-18;*;GC:M28(NGC6626),GRS:4FGL_J1824.6-2452[aa;HE[skk+97],HE[bvs+11];
2258;0.006547;*;*;GC:M28(NGC6626);*;
2259;0.004159;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
2260;0.079832;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
2261;0.005420;*;*;GC:M28(NGC6626),XRS:(?)[bvs+11];*;
2262;0.002451;*;*;GC:M28(NGC6626),XRS:[bvs+11];*;
2263;0.005909;*;BT;GC:M28(NGC6626),XRS:(?)[bvs+11];*;
2264;0.004629;*;BT;GC:M28(NGC6626),OPT:COM-M28H[pdf+10],XRS;*;
2265;0.003932;0.00e+00;BT;GC:M28(NGC6626),XRS:IGR_J18245-2452[pfb+;HE;
2266;0.004039;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
2267;0.004461;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
2268;0.004100;*;BT;GC:M28(NGC6626);*;
2269;0.004784;1.23e-19;ELL1;GC:M28(NGC6626)[dpr+22];*;
2270;0.003353;1.59e-19;ELL1;GC:M28(NGC6626)[dpr+22];*;
2271;0.223320;4.40e-16;*;*;*;
2272;0.778949;8.76e-16;*;*;*;
2273;0.004554;6.80e-21;BT;*;*;
2274;0.769021;5.24e-14;*;XRS:[pb15];*;
2275;1.925872;1.90e-15;*;*;*;
2276;0.279198;2.27e-14;*;*;*;
2277;2.382000;*;*;*;*;
2278;1.271200;*;*;*;RRAT;
2279;0.004591;*;ELL1;*;*;
2280;2.093136;4.91e-15;*;*;*;
2281;0.110239;1.21e-13;*;GRS:4FGL_J1826.1-1256[aab+22],XRS:AXJ182;NRAD;
2282;0.101487;7.53e-14;*;GRS:J1825-137[aab+06],XRS:G18.0-0.7[gsk+;HE;
2283;0.770620;8.78e-15;*;*;RRAT;
2284;0.382073;1.08e-15;*;*;*;
2285;0.004696;1.74e-20;*;*;*;
2286;0.270502;1.54e-15;*;*;*;
2287;0.002242;1.10e-20;*;GRS:4FGL_J1827.6-0849[aab+22];NRAD[frm+18];
2288;0.512548;7.23e-15;*;*;*;
2289;0.245757;1.00e-15;*;*;*;
2290;0.499187;4.53e-14;*;GRS:4FGL_J1827.4-1445[aab+22];NRAD[aab+22];
2291;0.003628;4.69e-21;DD;*;*;
2292;1.528295;1.75e-15;*;*;*;
2293;0.741640;7.29e-16;*;*;*;
2294;3.807116;*;*;*;*;
2295;*;*;*;*;RRAT[zhx+23];
2296;2.426000;*;*;*;RRAT[zhx+23];
2297;0.269415;1.46e-15;*;*;*;
2298;0.153197;6.13e-16;*;*;*;
2299;0.246333;2.07e-14;*;*;*;
2300;0.072057;1.48e-14;*;GRS:4FGL_J1828.4-1059[aab+22];HE[mhl+02],HE[aab+22];
2301;0.860332;9.92e-16;*;*;*;
2302;0.514523;1.27e-15;*;*;*;
2303;0.199147;5.25e-16;*;*;*;
2304;0.041010;5.25e-20;BT;*;*;
2305;2.857000;*;*;*;*;
2306;0.318401;4.79e-15;*;*;*;
2307;0.829166;-5.00e-18;*;*;*;
2308;0.307133;5.55e-15;*;*;*;
2309;0.345698;2.37e-16;*;*;*;
2310;0.152512;2.11e-15;*;*;*;
2311;0.245260;*;*;*;*;
2312;0.405073;5.99e-14;*;*;*;
2313;6.221553;4.77e-14;*;*;*;
2314;0.747188;1.71e-15;*;*;*;
2315;0.771493;7.62e-17;*;*;*;
2316;1.065578;*;*;*;*;
2317;0.612133;3.09e-16;*;*;*;
2318;0.067267;8.32e-15;*;GRS:4FGL_J1830.8-0947[aab+22];HE[lfl+06],HE[aab+22];
2319;2.857941;5.47e-15;*;*;*;
2320;2.165679;2.99e-15;*;*;*;
2321;0.507945;1.09e-15;*;*;*;
2322;0.533918;1.55e-15;*;*;*;
2323;0.631800;*;*;*;*;
2324;0.744295;3.71e-14;*;*;*;
2325;0.647326;6.39e-14;*;*;*;
2326;0.002719;8.27e-21;*;XRS:[pb15];*;
2327;0.330354;4.20e-15;*;*;*;
2328;0.199300;*;*;*;*;
2329;0.291931;2.75e-15;*;*;*;
2330;0.686733;4.16e-14;*;*;*;
2331;1.521545;1.27e-15;*;*;*;
2332;0.483459;1.23e-14;*;*;*;
2333;0.085288;9.18e-15;*;XRS:PWN[eit+11];*;
2334;7.565408;3.43e-12;*;XRS:SGR_1833-0832;AXP,NRAD;
2335;0.061884;2.02e-13;*;GRS:4FGL_J1833.5-1033[aab+22],SNR:G21.5-;HE;
2336;0.633640;5.27e-16;*;*;*;
2337;0.001866;1.77e-20;ELL1;GRS:4FGL_J1833.0-3840[aab+22];HE[aab+22];
2338;1.889436;2.70e-16;*;*;*;
2339;1.172719;*;*;*;*;
2340;0.520954;1.05e-17;ELL1;*;*;
2341;0.329532;4.49e-16;*;*;*;
2342;0.290108;7.19e-17;*;*;*;
2343;0.487914;1.83e-15;*;*;*;
2344;0.317315;6.04e-16;*;*;*;
2345;0.512995;5.82e-14;*;*;*;
2346;0.788354;3.25e-14;*;*;*;
2347;0.491142;9.96e-15;*;*;*;
2348;2.482302;7.96e-12;*;XRS:CXOU_J183452.1-084556,SNR:W41(?),GRS;AXP,NRAD;
2349;0.512327;*;*;*;*;
2350;0.610259;6.74e-18;*;*;*;
2351;0.358306;4.69e-17;*;*;*;
2352;1.465656;1.93e-15;*;*;*;
2353;0.005116;7.00e-21;BT;*;*;
2354;0.841865;3.06e-15;*;*;*;
2355;1.087749;4.73e-16;*;*;*;
2356;2.221787;8.43e-15;*;*;*;
2357;0.305830;4.05e-14;*;*;*;
2358;0.846494;4.85e-16;*;*;*;
2359;0.859192;2.14e-14;*;*;*;
2360;0.235249;1.18e-17;*;*;*;
2361;0.621734;9.69e-16;*;*;*;
2362;0.145347;4.38e-15;*;*;*;
2363;0.379536;4.32e-17;*;*;*;
2364;0.302450;5.92e-15;*;*;*;
2365;0.165918;2.06e-14;*;*;*;
2366;0.670486;1.74e-15;*;*;*;
2367;0.003889;*;*;GC:NGC6652[drr11];*;
2368;0.001830;4.34e-20;ELL1;GC:NGC6652[grf+22];HE[zxw22];
2369;0.541178;1.46e-17;*;*;*;
2370;0.692000;*;*;*;*;
2371;0.173264;1.50e-15;*;GRS:4FGL_J1836.2+5925[aab+22],XRS:RX_J18;XINS,NRAD[aab+22];
2372;0.354237;1.66e-15;*;*;*;
2373;0.457245;1.30e-15;*;*;*;
2374;0.562711;1.18e-14;*;*;*;
2375;0.496193;*;*;*;*;
2376;0.178756;1.04e-15;*;*;*;
2377;0.003354;2.32e-21;BT;GC:M22(NGC6656);*;
2378;0.003232;-4.80e-22;*;GC:M22(NGC6656);*;
2379;0.418131;2.27e-17;*;*;*;
2380;0.473513;3.77e-17;*;*;*;
2381;1.707000;*;*;*;*;
2382;1.963532;6.20e-15;*;*;*;
2383;0.617037;1.68e-15;*;*;*;
2384;0.272349;2.19e-15;*;*;*;
2385;0.201064;3.31e-15;*;*;*;
2386;0.096313;4.49e-14;*;GRS:4FGL_J1837.8-0604[saa+23];HE[lsg+15];
2387;1.905809;7.72e-16;*;*;*;
2388;1.099196;1.21e-16;BT;*;*;
2389;1.876019;3.65e-14;*;*;*;
2390;0.618358;5.50e-15;*;*;*;
2391;0.005090;*;*;*;*;
2392;0.054130;*;*;*;*;
2393;2.203170;*;*;*;*;
2394;0.549161;2.03e-17;*;*;*;
2395;1.901967;2.68e-15;*;*;*;
2396;2.577223;*;*;*;RRAT[gac+21];
2397;0.183295;*;*;*;*;
2398;0.444426;5.46e-18;*;*;*;
2399;0.380866;1.16e-13;*;*;*;
2400;0.145754;4.51e-13;*;GRS:4FGL_J1838.9-0537[aab+22];NRAD[aab+22];
2401;0.235311;3.34e-14;*;*;*;
2402;0.927178;7.74e-17;*;*;*;
2403;0.070498;4.92e-14;*;XRS:AX_J1838.0-0655,GRS:HESS_J1837-069;NRAD;
2404;1.218354;3.08e-15;*;*;*;
2405;0.488242;4.00e-17;*;*;*;
2406;0.057928;*;*;*;*;
2407;0.933266;5.94e-15;*;*;RRAT;
2408;1.266790;4.76e-15;*;*;*;
2409;0.238782;1.25e-14;*;*;*;
2410;2.675682;4.76e-15;*;*;*;
2411;0.520940;7.69e-15;*;*;*;
2412;0.149461;8.10e-16;*;*;*;
2413;0.585319;3.31e-15;*;*;*;
2414;0.484914;1.32e-16;*;*;*;
2415;0.449548;3.64e-15;*;*;*;
2416;0.418975;2.60e-14;*;*;*;
2417;1.911428;4.95e-15;*;*;*;
2418;0.005340;*;*;*;*;
2419;0.797478;8.29e-15;*;*;*;
2420;1.652862;1.49e-15;*;*;*;
2421;1.502000;*;*;*;RRAT[zhx+23];
2422;0.422316;1.13e-14;*;*;*;
2423;0.859368;9.60e-15;*;*;*;
2424;1.893353;2.30e-14;*;*;*;
2425;0.035578;9.54e-20;BT;*;*;
2426;0.437869;1.00e-16;*;*;*;
2427;0.955673;2.35e-15;*;*;*;
2428;1.096441;2.43e-15;*;*;*;
2429;5.309377;2.37e-14;*;*;*;
2430;0.940962;6.41e-15;*;*;*;
2431;0.754470;3.20e-15;*;*;*;
2432;6.597563;6.35e-15;*;*;RRAT;
2433;0.029773;8.17e-18;ELL1;*;*;
2434;0.381319;1.09e-15;*;*;*;
2435;0.663321;1.81e-14;*;*;*;
2436;1.657656;3.35e-16;*;*;*;
2437;0.204068;5.79e-14;*;*;*;
2438;*;*;*;*;RRAT[ttm18];
2439;0.186149;6.39e-15;*;*;*;
2440;11.788978;4.09e-11;*;SNR:Kes73,XRS:1E_1841-045;AXP,NRAD;
2441;0.912916;3.48e-14;*;*;*;
2442;0.445810;2.33e-13;*;GRS:[sbc+19];HE[sbc+19];
2443;1.334557;6.41e-16;*;*;*;
2444;0.353603;1.60e-16;*;*;*;
2445;4.140000;*;*;*;RRAT[zhx+23];
2446;3.088256;2.96e-14;*;*;*;
2447;0.233326;8.11e-16;*;*;*;
2448;0.313016;7.60e-17;*;*;*;
2449;0.471604;2.29e-16;*;*;*;
2450;1.054228;6.72e-15;*;*;*;
2451;0.404920;4.52e-15;*;*;*;
2452;1.839945;5.08e-16;*;*;*;
2453;0.526682;2.19e-14;*;*;*;
2454;0.564475;2.20e-17;*;*;*;
2455;1.255469;1.94e-16;*;*;*;
2456;0.344646;1.05e-14;*;*;*;
2457;0.815269;*;*;*;*;
2458;0.374000;*;*;*;*;
2459;1.266998;3.76e-15;*;*;*;
2460;3.406539;1.04e-15;*;*;*;
2461;0.880334;7.77e-15;*;*;*;
2462;0.782598;2.49e-16;*;*;*;
2463;0.580000;*;*;*;RRAT[zhx+23];
2464;0.669872;2.47e-15;*;*;*;
2465;2.027524;1.44e-14;*;*;*;
2466;0.132314;1.04e-15;*;*;*;
2467;0.781934;2.39e-15;*;*;*;
2468;0.754963;8.54e-16;*;*;*;
2469;0.671614;3.89e-15;*;*;*;
2470;0.191615;2.14e-15;*;*;*;
2471;0.475393;1.33e-14;*;*;*;
2472;2.031940;4.13e-15;*;*;RRAT(?)[bbc+22];
2473;2.031962;*;*;*;*;
2474;0.536414;1.74e-14;*;*;*;
2475;0.001846;9.56e-21;*;GRS:4FGL_J1843.7-1114[aab+22];HE;
2476;0.005471;6.21e-21;*;*;*;
2477;0.583550;7.20e-15;*;*;*;
2478;0.324187;*;*;*;*;
2479;0.460503;*;*;*;*;
2480;0.003570;*;*;*;*;
2481;0.004186;1.07e-20;ELL1;*;*;
2482;0.375463;1.87e-15;*;*;*;
2483;0.595900;*;*;*;*;
2484;0.915700;*;*;*;*;
2485;0.641098;6.08e-15;*;*;*;
2486;0.507722;1.67e-14;*;*;*;
2487;0.272963;*;*;*;*;
2488;6.971300;*;*;XRS:AX_J1845-0258,XRS:CXOU_J184454.6-025;NRAD,AXP(?);
2489;1.198630;7.81e-15;*;*;*;
2490;0.525049;1.02e-14;*;*;*;
2491;0.112855;1.55e-13;*;GRS:4FGL_J1844.4-0345[aab+22],XRS:1SXPS_;NRAD[aab+22];
2492;0.991027;3.91e-15;*;*;*;
2493;0.269443;6.80e-16;*;*;*;
2494;0.335163;6.18e-17;*;*;*;
2495;0.255704;9.71e-15;*;*;*;
2496;0.968000;*;*;*;RRAT[zhx+23];
2497;1.697000;*;*;*;RRAT[zhx+23];
2498;1.421654;5.46e-16;*;*;*;
2499;3.755600;*;*;*;*;
2500;1.268000;*;*;*;RRAT[zhx+23];
2501;0.084500;*;*;*;*;
2502;0.207636;8.86e-15;*;*;*;
2503;0.486751;1.13e-14;*;*;*;
2504;1.092348;1.34e-14;*;*;*;
2505;0.340528;4.49e-15;*;*;*;
2506;0.104695;3.67e-16;*;*;*;
2507;0.634354;9.35e-15;*;*;*;
2508;0.206220;2.01e-15;*;*;*;
2509;2.618918;9.72e-15;*;*;*;
2510;0.434373;1.12e-14;*;*;*;
2511;0.225552;9.93e-15;*;GRS:4FGL_J1846.3+0919[aab+22];NRAD;
2512;4.476723;1.61e-13;*;*;RRAT[mlk+09];
2513;0.326571;7.11e-12;*;SNR:Kes75,XRS:[hcg03],PWN:[hcg03],GRS:[k;NRAD[kd16];
2514;0.023370;1.01e-18;DD;*;*;
2515;0.350110;1.26e-15;*;*;*;
2516;0.861380;5.19e-15;*;*;*;
2517;2.273000;*;*;*;*;
2518;4.878839;6.06e-15;*;*;*;
2519;0.003463;*;*;*;*;
2520;0.006530;*;*;*;*;
2521;2.846910;*;*;*;*;
2522;1.663020;*;*;*;*;
2523;*;*;*;*;RRAT[zhx+23];
2524;6.707046;1.27e-12;*;*;*;
2525;0.597809;5.17e-14;*;*;*;
2526;0.259247;5.90e-18;*;*;*;
2527;0.957991;1.09e-14;*;*;*;
2528;0.340832;2.83e-17;*;*;*;
2529;0.778164;4.65e-15;*;*;*;
2530;0.534020;*;*;*;*;
2531;3.290150;*;*;*;*;
2532;0.191443;6.73e-17;*;*;*;
2533;2.218603;3.74e-15;*;*;*;
2534;0.505957;8.75e-15;*;*;*;
2535;0.328665;2.72e-16;*;*;*;
2536;0.754730;*;*;*;*;
2537;2.233770;1.68e-15;*;*;*;
2538;0.629000;*;*;*;*;
2539;0.537624;1.61e-15;*;*;*;
2540;0.274557;1.35e-15;*;*;*;
2541;0.659432;5.25e-15;*;*;*;
2542;1.637129;8.86e-15;*;*;*;
2543;0.225004;2.87e-16;*;*;*;
2544;1.312218;1.43e-15;*;*;*;
2545;0.414383;4.41e-16;*;*;RRAT;
2546;0.297770;1.41e-17;*;*;*;
2547;4.308190;2.33e-14;*;*;*;
2548;0.525650;1.31e-14;*;*;*;
2549;1.318431;8.78e-14;*;*;*;
2550;0.001810;*;*;*;*;
2551;0.396490;*;*;*;*;
2552;1.832259;1.70e-14;*;*;*;
2553;0.542155;2.80e-14;*;*;*;
2554;1.474520;*;*;*;*;
2555;1.666720;*;*;*;*;
2556;0.761194;2.16e-14;*;*;*;
2557;0.421126;1.14e-16;*;*;*;
2558;2.011000;*;*;*;RRAT[zhx+23];
2559;0.035189;4.95e-20;DD;*;*;
2560;0.275641;1.53e-16;*;*;*;
2561;0.519263;1.80e-16;*;*;*;
2562;0.038523;1.42e-14;*;XRS:XMMU_J184901.6-000117,GRS:IGR_18490-;NRAD;
2563;0.491754;1.72e-14;*;*;*;
2564;0.911370;*;*;*;*;
2565;0.672481;1.11e-14;*;*;*;
2566;0.668408;2.20e-14;*;*;*;
2567;0.953384;5.39e-14;*;*;*;
2568;1.451319;4.62e-14;*;*;*;
2569;0.167540;*;*;*;*;
2570;1.081844;3.59e-16;*;*;*;
2571;0.003560;1.09e-20;ELL1;*;*;
2572;0.004480;1.63e-19;ELL1;*;*;
2573;0.290716;9.14e-17;*;*;*;
2574;0.345582;1.49e-15;*;*;*;
2575;1.383965;*;*;*;RRAT;
2576;0.893355;6.46e-15;*;*;*;
2577;*;*;*;*;RRAT[zhx+23];
2578;2.191498;4.32e-15;*;SNR:G32.45+0.1(?);*;
2579;1.574737;2.40e-14;*;*;*;
2580;0.166634;3.91e-14;*;*;*;
2581;0.734185;1.26e-15;*;*;*;
2582;0.022847;*;*;*;*;
2583;4.027000;*;*;*;RRAT[zhx+23];
2584;0.291100;*;*;*;*;
2585;0.906977;1.37e-13;*;*;*;
2586;0.344018;2.18e-15;*;*;*;
2587;4.491318;2.26e-14;*;*;*;
2588;0.284697;1.09e-15;*;*;*;
2589;0.867862;*;*;*;*;
2590;1.205303;1.15e-14;*;*;*;
2591;0.518721;4.74e-15;*;*;*;
2592;1.409065;8.74e-16;*;*;*;
2593;0.953182;2.48e-15;*;*;*;
2594;0.435194;7.96e-15;*;*;*;
2595;1.920302;2.40e-15;*;*;*;
2596;0.467894;5.68e-15;*;*;*;
2597;0.957751;1.40e-14;*;*;*;
2598;0.318763;2.71e-14;*;*;*;
2599;2.180195;9.70e-14;*;*;*;
2600;11.558713;0.00e+00;*;XRS:3XMM_J185246.6+003317;AXP,NRAD;
2601;0.104913;8.68e-18;*;SNR:G33.6+0.1(Kes79),XRS:CXOU_J185238.6+;NRAD;
2602;1.177790;*;*;*;*;
2603;0.185730;*;*;*;*;
2604;1.326149;1.02e-16;*;*;*;
2605;0.005580;*;*;*;*;
2606;3.772140;*;*;*;*;
2607;0.003866;*;*;*;*;
2608;1.920686;2.52e-13;*;*;*;
2609;0.245100;*;*;*;*;
2610;0.355429;1.65e-16;*;*;*;
2611;1.369012;7.92e-15;*;*;*;
2612;0.802905;3.78e-16;*;*;*;
2613;0.002410;*;*;*;*;
2614;0.164030;*;*;*;*;
2615;0.451473;1.76e-15;*;*;*;
2616;0.428979;5.15e-15;*;*;*;
2617;0.524157;1.46e-14;*;*;*;
2618;3.019694;9.83e-15;*;*;*;
2619;0.004315;1.02e-20;*;GRS:4FGL_J1852.2-1309[aab+22];HE[saa+23];
2620;0.336337;8.77e-17;*;*;*;
2621;0.033395;*;*;*;*;
2622;0.397889;3.35e-14;*;*;*;
2623;0.928596;1.14e-15;*;*;*;
2624;0.576939;6.50e-17;*;*;*;
2625;1.876758;2.43e-15;*;*;*;
2626;0.275578;2.14e-14;*;*;*;
2627;*;*;*;*;RRAT[zhx+23];
2628;0.427390;*;*;*;*;
2629;0.585553;1.12e-16;*;*;*;
2630;0.438090;*;*;*;*;
2631;*;*;*;*;RRAT[zhx+23];
2632;1.320659;2.65e-15;*;*;*;
2633;0.905137;1.28e-15;*;*;*;
2634;0.126400;6.12e-16;*;*;*;
2635;3.914658;5.13e-15;*;*;*;
2636;0.004092;8.72e-21;ELL1H;*;*;
2637;0.171520;*;*;*;*;
2638;0.101437;5.57e-15;*;GRS:4FGL_J1853.3-0005[aab+22];HE[sbc+19];
2639;0.002820;*;*;*;*;
2640;1.945000;*;*;*;RRAT[zhx+23];
2641;1.048132;1.55e-15;*;*;*;
2642;0.002149;-2.39e-21;BT;GC:NGC6712[ypr+21];*;
2643;0.002710;*;*;*;*;
2644;0.767280;5.78e-16;*;*;*;
2645;2.043850;*;*;*;*;
2646;4.557820;1.45e-13;*;*;RRAT;
2647;1.366450;1.85e-15;*;*;*;
2648;0.628541;5.51e-17;*;*;*;
2649;0.450900;*;*;*;*;
2650;0.573197;6.39e-16;*;*;*;
2651;1.300220;*;*;*;*;
2652;1.748000;*;*;*;*;
2653;0.361470;*;*;*;*;
2654;0.716856;2.26e-15;*;*;*;
2655;0.544021;1.20e-15;*;*;*;
2656;1.146595;4.16e-15;*;*;*;
2657;3.453121;4.52e-15;*;*;RRAT;
2658;*;*;*;*;RRAT[zhx+23];
2659;0.444140;*;*;*;*;
2660;0.246817;6.47e-17;*;*;*;
2661;0.253170;*;*;*;*;
2662;0.983030;2.15e-17;*;*;*;
2663;1.224000;*;*;*;RRAT[zhx+23];
2664;1.633566;7.00e-15;*;*;*;
2665;0.845348;1.81e-14;*;*;*;
2666;0.782820;*;*;*;*;
2667;1.761340;*;*;*;*;
2668;1.678106;9.29e-16;*;*;*;
2669;2.220250;*;*;*;*;
2670;0.101010;*;*;*;*;
2671;1.421470;*;*;*;*;
2672;1.393484;2.67e-13;*;*;*;
2673;0.528832;*;*;*;*;
2674;0.258685;7.52e-16;*;*;*;
2675;*;*;*;*;RRAT[zhx+23];
2676;*;*;*;*;RRAT[zhx+23];
2677;*;*;*;*;RRAT[zhx+23];
2678;0.345401;2.40e-16;*;*;*;
2679;0.003594;1.09e-20;DD;GRS:4FGL_J1855.9-1435[aab+22];HE;
2680;0.928470;*;*;*;*;
2681;0.376000;*;*;*;RRAT[zhx+23];
2682;0.620217;1.22e-15;*;*;*;
2683;0.267440;2.08e-13;*;SNR:W44,XRS:PWN[pks02];HE[lsg+15];
2684;9.890092;7.80e-16;*;*;*;
2685;0.546600;*;*;*;*;
2686;0.080907;6.21e-14;*;GRS:HESS_J1857+026,XRS:AX_J185651+0245;*;
2687;0.420252;3.71e-17;*;*;*;
2688;*;*;*;*;RRAT[zhx+23];
2689;0.326970;*;*;*;*;
2690;2.170701;2.63e-15;*;*;*;
2691;0.370483;1.70e-15;*;*;*;
2692;7.055203;2.98e-14;*;XRS:RX_J1856.5-3754,OPT:[kkvh11];XINS,NRAD;
2693;0.356929;5.46e-17;*;*;*;
2694;0.139760;3.12e-14;*;*;HE[lsg+15];
2695;0.630983;1.40e-14;*;*;*;
2696;0.415823;4.03e-14;*;*;*;
2697;0.333918;1.61e-15;*;*;*;
2698;0.875874;6.15e-17;*;*;*;
2699;0.584000;*;*;*;RRAT[zhx+23];
2700;0.772678;2.65e-15;*;*;*;
2701;0.349951;6.93e-15;*;*;*;
2702;0.502924;4.74e-15;*;*;*;
2703;0.005362;1.78e-20;T2;*;*;
2704;3.687219;1.05e-14;*;*;*;
2705;4.714670;*;*;*;*;
2706;0.745828;4.61e-15;*;*;*;
2707;0.197644;1.40e-14;*;*;*;
2708;4.693233;2.43e-14;*;*;*;
2709;0.002610;*;*;*;*;
2710;0.372750;*;*;*;*;
2711;0.867444;1.03e-16;*;*;*;
2712;0.256844;2.04e-15;*;*;*;
2713;3.761000;*;*;*;RRAT[zhx+23];
2714;0.484350;*;*;*;*;
2715;0.400600;*;*;*;*;
2716;1.532000;*;*;*;RRAT[zhx+23];
2717;0.551059;5.06e-15;*;*;*;
2718;0.002384;3.80e-21;ELL1;GRS:4FGL_J1858.3-2216[aab+22];HE;
2719;0.002356;*;ELL1;GRS:4FGL_J1858.3-5424[aab+22];HE[bar+23];
2720;0.559636;*;*;*;*;
2721;0.008570;*;*;*;*;
2722;0.957700;*;*;*;*;
2723;0.849000;*;*;*;RRAT[zhx+23];
2724;0.056110;*;*;*;*;
2725;3.580000;*;*;*;RRAT[zhx+23];
2726;0.001610;*;*;*;*;
2727;1.511509;6.48e-16;*;*;*;
2728;0.336325;5.30e-17;*;*;*;
